Employee_ID,Age,Experience_Years,Monthly_Salary,Annual_Bonus,Performance_Score,Training_Hours,Projects_Completed,Job_Satisfaction,Education,Department,Employment_Type,Work_Mode,City,Promotion
EMP-00211,22.0,4.0,9474.86,17076.03,Good,53.8,5.0,Medium,Bachelor,Marketing,Full-Time,Office,Lahore,No
EMP-00212,29.0,3.0,10200.96,22481.85,Good,39.0,2.0,Very High,Bachelor,HR,Full-Time,Hybrid,Rawalpindi,No
EMP-00213,38.0,17.0,13899.02,13692.62,Good,51.1,9.0,Medium,High School,IT,Full-Time,Office,Karachi,Yes
EMP-00214,30.0,13.0,11175.83,21876.42,Good,54.6,5.0,Low,High School,Finance,Full-Time,Remote,Islamabad,No
EMP-00215,39.0,20.0,14816.54,13574.18,Average,15.9,6.0,Medium,High School,IT,Full-Time,Office,Islamabad,No
EMP-00216,34.0,15.0,14198.85,30589.24,Good,5.0,5.0,High,Bachelor,IT,Full-Time,Office,Rawalpindi,No
EMP-00217,44.0,19.0,18061.13,19066.67,Average,20.6,1.0,High,Master,Finance,Full-Time,Office,Peshawar,No
EMP-00218,21.0,2.0,10846.22,11221.35,Average,43.4,3.0,High,Bachelor,IT,Full-Time,Office,Multan,No
EMP-00219,31.0,8.0,12824.82,16140.97,Good,24.6,7.0,Very High,Bachelor,IT,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00220,45.0,26.0,15469.22,23900.13,Excellent,15.0,9.0,High,High School,IT,Contract,Remote,Lahore,Yes
EMP-00221,25.0,1.0,12016.12,14814.69,Good,76.2,8.0,Medium,Master,Sales,Full-Time,Hybrid,Karachi,No
EMP-00222,39.0,16.0,17321.14,15292.3,Good,29.1,6.0,High,Master,Operations,Full-Time,Remote,Lahore,No
EMP-00223,28.0,1.0,9264.94,5532.41,Average,3.9,5.0,Medium,Master,Operations,Part-Time,Office,Karachi,No
EMP-00224,30.0,8.0,11299.49,20272.73,Excellent,27.4,5.0,High,Bachelor,IT,Full-Time,Office,Karachi,No
EMP-00225,44.0,18.0,18439.8,12964.65,Average,32.6,2.0,High,Master,HR,Full-Time,Remote,Multan,No
EMP-00226,42.0,17.0,18868.59,22295.37,Good,24.9,4.0,Low,PhD,Finance,Full-Time,Office,Rawalpindi,No
EMP-00227,42.0,15.0,16572.64,39416.08,Good,52.8,3.0,Medium,Bachelor,IT,Full-Time,Office,Multan,Yes
EMP-00228,24.0,1.0,11001.63,8718.75,Average,31.7,2.0,Very High,Master,IT,Full-Time,Hybrid,Islamabad,No
EMP-00229,37.0,16.0,10498.51,11467.12,Good,31.0,3.0,Medium,Bachelor,Finance,Full-Time,Office,Karachi,No
EMP-00230,36.0,16.0,15966.03,29509.57,Average,30.1,3.0,Medium,Bachelor,Operations,Full-Time,Hybrid,Karachi,No
EMP-00231,42.0,22.0,19933.1,15938.9,Good,16.5,6.0,Medium,PhD,Marketing,Full-Time,Office,Islamabad,Yes
EMP-00232,44.0,19.0,16369.32,21775.95,Good,12.4,2.0,High,Bachelor,Finance,Full-Time,Office,Islamabad,No
EMP-00233,21.0,2.0,10154.32,10522.56,Good,32.7,9.0,Medium,Bachelor,Sales,Full-Time,Office,Karachi,Yes
EMP-00234,31.0,14.0,12926.82,8041.59,Good,18.3,0.0,Medium,Bachelor,Sales,Full-Time,Office,Lahore,No
EMP-00235,35.0,15.0,12369.8,20291.82,Good,47.4,3.0,Medium,High School,Operations,Full-Time,Remote,Islamabad,No
EMP-00236,38.0,17.0,17265.32,19353.61,Good,54.3,5.0,Very High,PhD,IT,Contract,Hybrid,Rawalpindi,Yes
EMP-00237,30.0,11.0,12922.71,27844.63,Good,62.7,4.0,Low,Bachelor,Sales,Full-Time,Hybrid,Karachi,Yes
EMP-00238,29.0,3.0,8695.7,21545.79,,42.1,6.0,High,High School,Marketing,Full-Time,Remote,Peshawar,No
EMP-00239,34.0,16.0,14889.09,1856.29,Average,10.6,4.0,Medium,Master,HR,Full-Time,Office,Peshawar,Yes
EMP-00240,37.0,19.0,15372.21,24624.52,Good,20.7,5.0,Medium,Bachelor,Operations,Full-Time,Hybrid,Multan,No
EMP-00241,49.0,34.0,23251.21,15424.0,Good,116.0,4.0,Medium,High School,HR,Full-Time,Office,Karachi,Yes
EMP-00242,30.0,5.0,11837.06,18910.34,Good,25.7,3.0,Medium,Bachelor,Marketing,,Office,Karachi,No
EMP-00243,37.0,9.0,13709.99,19559.1,Average,20.2,4.0,High,High School,IT,Full-Time,Hybrid,Lahore,No
EMP-00244,28.0,10.0,11301.69,,Excellent,7.9,3.0,Low,High School,Operations,Full-Time,Office,Karachi,No
EMP-00245,50.0,30.0,22261.13,40928.43,Good,52.1,4.0,Medium,Master,Marketing,Full-Time,Hybrid,Karachi,Yes
EMP-00246,28.0,3.0,10422.71,16684.86,Good,10.9,6.0,Medium,Bachelor,Marketing,Full-Time,Remote,Islamabad,No
EMP-00247,36.0,12.0,14833.48,7885.38,Good,26.4,5.0,Medium,Bachelor,Finance,Contract,Remote,Multan,No
EMP-00248,45.0,24.0,18746.03,43201.68,Good,28.9,6.0,Very High,Master,,Part-Time,Hybrid,Lahore,No
EMP-00249,25.0,4.0,10777.33,23873.12,Average,17.8,2.0,Low,Bachelor,Finance,Full-Time,Remote,Multan,No
EMP-00250,24.0,12.0,13872.38,23675.66,Good,16.3,9.0,Very High,Bachelor,HR,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00251,39.0,9.0,8846.32,22558.72,Good,16.1,8.0,Very High,High School,Finance,Full-Time,Office,Islamabad,No
EMP-00252,29.0,6.0,12594.49,9331.69,Excellent,61.1,4.0,Very High,Master,HR,Full-Time,Hybrid,Multan,Yes
EMP-00253,47.0,23.0,19448.49,14360.56,Average,30.8,2.0,Medium,Master,IT,Part-Time,Remote,Lahore,No
EMP-00254,28.0,5.0,16292.12,19464.05,Excellent,16.2,5.0,High,PhD,Finance,Full-Time,Hybrid,Rawalpindi,No
EMP-00255,26.0,0.0,9859.23,8859.35,Average,16.2,4.0,Medium,Bachelor,Marketing,Full-Time,Hybrid,Islamabad,No
EMP-00256,26.0,7.0,12032.12,15321.58,Good,4.4,7.0,High,Bachelor,Finance,Full-Time,Office,Lahore,No
EMP-00257,35.0,12.0,11816.16,5129.94,Good,85.0,3.0,High,Bachelor,IT,Full-Time,Office,Lahore,No
EMP-00258,21.0,0.0,10531.16,3061.39,Average,22.6,6.0,High,Master,Operations,Full-Time,Remote,Peshawar,No
EMP-00259,36.0,16.0,16165.87,8948.53,Good,26.7,3.0,Low,High School,HR,Full-Time,Hybrid,Lahore,No
EMP-00260,37.0,9.0,13374.11,6106.96,Poor,81.0,4.0,High,Bachelor,HR,Full-Time,Hybrid,Lahore,No
EMP-00261,21.0,1.0,10826.17,26763.57,Excellent,27.2,6.0,Medium,Master,Sales,Full-Time,Office,Karachi,No
EMP-00262,30.0,6.0,12503.82,12837.62,Average,64.9,3.0,Medium,High School,Operations,Part-Time,Office,Multan,No
EMP-00263,30.0,3.0,13659.71,22995.39,Good,9.2,7.0,High,Bachelor,HR,Full-Time,Remote,Islamabad,Yes
EMP-00264,45.0,21.0,17905.36,16899.07,Excellent,17.7,2.0,Very High,Master,HR,Full-Time,Hybrid,Lahore,No
EMP-00265,34.0,10.0,11767.56,16764.1,Good,16.8,1.0,Very High,Bachelor,Operations,Full-Time,Office,Peshawar,No
EMP-00266,34.0,14.0,16087.82,19004.09,Average,14.4,3.0,Medium,Master,IT,Full-Time,Remote,Islamabad,No
EMP-00267,30.0,5.0,10972.16,15124.46,Excellent,18.7,5.0,Low,Master,Marketing,Full-Time,Office,Islamabad,No
EMP-00268,43.0,20.0,14108.41,4349.31,Good,15.0,5.0,High,Bachelor,Operations,Part-Time,Office,Karachi,Yes
EMP-00269,41.0,17.0,16260.66,8628.51,Average,20.2,6.0,High,High School,Operations,Contract,Office,Karachi,No
EMP-00270,22.0,0.0,13526.21,29304.2,Good,12.2,4.0,High,Master,HR,Full-Time,Hybrid,Lahore,No
EMP-00271,40.0,20.0,17600.31,27307.51,Good,66.0,6.0,Medium,Bachelor,HR,Full-Time,Office,Multan,No
EMP-00272,42.0,17.0,17676.92,13668.49,Good,32.9,5.0,Low,Bachelor,HR,Contract,Hybrid,Peshawar,No
EMP-00273,36.0,13.0,18474.38,33668.04,Average,60.1,5.0,Very High,PhD,IT,Part-Time,Hybrid,Islamabad,No
EMP-00274,42.0,16.0,19437.86,19025.02,Good,7.9,3.0,Medium,Master,Marketing,Full-Time,Office,Lahore,No
EMP-00275,40.0,16.0,16287.66,13119.67,Good,11.1,2.0,Low,,Operations,Full-Time,Hybrid,Lahore,No
EMP-00276,22.0,0.0,25360.63,41186.87,Average,38.1,5.0,High,Bachelor,IT,Contract,Hybrid,Islamabad,No
EMP-00277,29.0,4.0,12765.06,12304.61,Good,12.7,4.0,Medium,Bachelor,Operations,Contract,Remote,Peshawar,No
EMP-00278,36.0,16.0,15359.45,12449.76,Good,45.0,8.0,Very High,Bachelor,Finance,Full-Time,Office,Peshawar,Yes
EMP-00279,32.0,5.0,10158.54,,Good,52.7,7.0,Medium,High School,Operations,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00280,27.0,4.0,12298.44,12981.84,Good,74.1,8.0,High,Master,Finance,Full-Time,Office,Peshawar,Yes
EMP-00281,24.0,2.0,10557.17,11419.85,Good,17.7,7.0,Medium,Bachelor,Marketing,Contract,Hybrid,Peshawar,Yes
EMP-00282,24.0,1.0,10148.33,8379.78,Good,91.0,4.0,Very High,High School,Operations,Full-Time,Hybrid,Multan,Yes
EMP-00283,21.0,0.0,10280.71,6186.36,Good,36.5,4.0,High,Bachelor,Marketing,Full-Time,Office,Lahore,No
EMP-00284,33.0,12.0,17953.66,39680.18,Excellent,9.3,4.0,High,PhD,Operations,Full-Time,Remote,Lahore,No
EMP-00285,32.0,4.0,13283.94,15285.0,Good,16.8,7.0,Low,Master,Marketing,Full-Time,Office,Lahore,No
EMP-00286,23.0,3.0,9040.96,24533.81,Average,35.4,4.0,Very High,High School,Operations,Full-Time,Hybrid,Peshawar,No
EMP-00287,39.0,20.0,56189.49,75275.57,Average,54.6,5.0,Low,High School,Operations,Full-Time,Hybrid,Lahore,No
EMP-00288,26.0,4.0,14051.51,15165.52,Good,44.8,6.0,Medium,Master,Marketing,Full-Time,Hybrid,Karachi,No
EMP-00289,21.0,2.0,8649.18,8703.41,Average,52.6,4.0,Medium,PhD,Sales,,Hybrid,Karachi,No
EMP-00290,24.0,2.0,13413.33,24943.29,Average,20.0,6.0,Low,Master,Operations,Full-Time,Office,Lahore,No
EMP-00291,26.0,2.0,9271.97,9965.76,Average,27.4,3.0,High,Bachelor,Sales,Full-Time,Hybrid,Multan,No
EMP-00292,36.0,12.0,15592.96,17053.54,Good,14.8,2.0,Very High,Master,HR,Contract,Hybrid,Lahore,No
EMP-00293,27.0,8.0,10474.99,20125.85,Good,8.4,5.0,Medium,Master,HR,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00294,37.0,10.0,10708.31,2950.82,Average,32.1,6.0,Medium,Bachelor,IT,Full-Time,Remote,Lahore,No
EMP-00295,33.0,9.0,15774.8,25777.87,Excellent,11.7,1.0,High,Bachelor,Marketing,Full-Time,Hybrid,Multan,No
EMP-00296,45.0,22.0,16881.99,38784.99,Excellent,57.6,5.0,Medium,Bachelor,Operations,Full-Time,Office,Islamabad,Yes
EMP-00297,33.0,11.0,,23611.63,Average,23.1,3.0,Medium,Bachelor,Marketing,Full-Time,Remote,Lahore,Yes
EMP-00298,28.0,2.0,11598.32,24782.63,Good,31.3,5.0,Medium,Master,Finance,Full-Time,Remote,Multan,No
EMP-00299,21.0,0.0,8678.07,7839.01,Average,107.6,8.0,Medium,High School,IT,Full-Time,Office,Karachi,No
EMP-00300,33.0,12.0,12564.33,1697.19,Average,34.7,2.0,Medium,Bachelor,Sales,Full-Time,Hybrid,Multan,No
EMP-00301,41.0,22.0,14745.96,21694.04,Excellent,28.4,3.0,High,High School,,Full-Time,Office,Multan,No
EMP-00302,33.0,14.0,11209.44,18764.57,Good,32.0,9.0,Medium,High School,Finance,Full-Time,Remote,Peshawar,No
EMP-00303,34.0,11.0,11000.76,30349.54,Excellent,66.2,5.0,High,Bachelor,Sales,Full-Time,Office,Multan,No
EMP-00304,36.0,16.0,19479.66,15073.77,Excellent,32.8,6.0,High,PhD,IT,Part-Time,Office,Karachi,Yes
EMP-00305,33.0,6.0,12109.8,7032.98,Average,12.1,3.0,Very High,Master,Marketing,Contract,Remote,Rawalpindi,No
EMP-00306,38.0,14.0,17107.76,24235.02,Average,17.3,6.0,Low,Bachelor,IT,Full-Time,Office,Peshawar,No
EMP-00307,27.0,7.0,12244.84,19512.29,Good,23.5,2.0,High,Bachelor,HR,Contract,Hybrid,Lahore,No
EMP-00308,32.0,12.0,16089.0,16410.92,Good,42.5,3.0,Medium,PhD,Sales,Full-Time,Remote,Multan,Yes
EMP-00309,30.0,6.0,12331.62,17174.1,Excellent,11.9,11.0,High,Bachelor,IT,Full-Time,Hybrid,Lahore,No
EMP-00310,41.0,17.0,15719.89,10421.71,Good,37.9,2.0,Medium,Master,Operations,Full-Time,Office,Lahore,No
EMP-00311,47.0,25.0,18515.15,35235.05,Good,44.3,,High,Bachelor,Finance,Full-Time,Hybrid,Rawalpindi,Yes
EMP-00312,47.0,23.0,16413.65,22285.43,Average,23.3,6.0,Medium,High School,Sales,Full-Time,Remote,Multan,No
EMP-00313,30.0,11.0,11202.92,36765.74,Average,7.8,2.0,High,Bachelor,Marketing,Full-Time,Remote,Rawalpindi,No
EMP-00314,34.0,12.0,12951.72,12057.07,Good,18.4,4.0,High,Bachelor,Marketing,Full-Time,Remote,Lahore,No
EMP-00315,,20.0,16745.8,39811.33,Good,54.1,0.0,High,Bachelor,Sales,Contract,Office,Multan,No
EMP-00316,32.0,7.0,14572.86,18705.79,Excellent,16.5,9.0,Medium,Master,Operations,Full-Time,Office,Multan,Yes
EMP-00317,25.0,4.0,9685.45,13328.73,Average,14.2,4.0,High,Bachelor,Marketing,Full-Time,Office,Rawalpindi,No
EMP-00318,35.0,9.0,15402.19,6823.17,Good,29.0,9.0,Medium,Bachelor,Operations,Full-Time,Hybrid,Lahore,No
EMP-00319,32.0,12.0,13147.29,27865.89,Good,27.9,6.0,High,Bachelor,Operations,Part-Time,Hybrid,Rawalpindi,No
EMP-00320,25.0,7.0,10801.88,10152.67,Average,38.9,7.0,Low,Bachelor,HR,Part-Time,Office,Rawalpindi,No
EMP-00321,36.0,13.0,16034.06,21713.1,Good,34.4,1.0,Very High,Master,Operations,Full-Time,Office,Multan,No
EMP-00322,31.0,10.0,13715.64,11733.46,Average,28.9,8.0,Very High,Bachelor,Operations,Full-Time,Hybrid,Islamabad,No
EMP-00323,23.0,0.0,8771.82,16874.87,Average,6.6,8.0,Medium,Master,Marketing,Full-Time,Hybrid,Islamabad,No
EMP-00324,32.0,6.0,14018.78,25990.67,Average,14.6,8.0,Medium,Bachelor,IT,Full-Time,Hybrid,Rawalpindi,No
EMP-00325,42.0,21.0,15983.59,30770.81,Excellent,23.7,6.0,High,Master,Sales,Full-Time,Hybrid,Islamabad,No
EMP-00326,42.0,15.0,90163.04,156173.81,Good,28.4,6.0,Medium,PhD,HR,Full-Time,Hybrid,Karachi,No
EMP-00327,39.0,11.0,14668.06,1000.0,Good,7.7,7.0,High,Bachelor,Finance,Full-Time,Remote,Islamabad,No
EMP-00328,34.0,13.0,17026.01,28953.58,Good,52.9,4.0,High,Bachelor,Marketing,Contract,Hybrid,Karachi,Yes
EMP-00329,36.0,15.0,16289.7,25490.09,Good,62.4,6.0,Medium,Bachelor,Finance,Full-Time,Office,Multan,Yes
EMP-00330,32.0,12.0,14011.27,26667.86,Good,33.9,6.0,Very High,Bachelor,Operations,Full-Time,Hybrid,Peshawar,No
EMP-00331,35.0,17.0,18232.64,38311.55,Good,30.9,4.0,Low,Master,HR,Contract,Office,Multan,Yes
EMP-00332,27.0,7.0,8784.9,24521.03,Good,12.7,8.0,Medium,Bachelor,Sales,Contract,Office,Karachi,Yes
EMP-00333,43.0,20.0,16521.94,16769.23,Average,73.1,5.0,High,High School,IT,Full-Time,Remote,Peshawar,Yes
EMP-00334,28.0,6.0,11120.72,28865.83,Good,26.3,1.0,High,,Sales,Full-Time,Office,Lahore,No
EMP-00335,45.0,18.0,18042.93,41531.24,Poor,37.3,1.0,Low,Master,Finance,Full-Time,Office,Karachi,No
EMP-00336,21.0,0.0,9478.79,12700.93,Excellent,5.7,6.0,High,Master,Marketing,Full-Time,Office,Lahore,Yes
EMP-00337,30.0,5.0,11262.3,28879.27,Average,18.5,5.0,High,Bachelor,IT,Full-Time,Office,Rawalpindi,No
EMP-00338,34.0,13.0,17390.51,16198.23,Good,25.5,3.0,Medium,Master,Marketing,Full-Time,Office,Multan,Yes
EMP-00339,40.0,17.0,16799.72,26035.34,Good,34.6,3.0,Medium,Master,Marketing,Part-Time,Office,Multan,Yes
EMP-00340,40.0,20.0,14749.49,24693.82,Good,28.2,9.0,Very High,High School,Marketing,Full-Time,Remote,Islamabad,No
EMP-00341,30.0,11.0,14171.83,21682.69,Good,75.7,8.0,Medium,Bachelor,Sales,Full-Time,Office,Peshawar,Yes
EMP-00342,40.0,25.0,19428.88,8287.23,Excellent,14.6,5.0,Very High,Master,HR,Full-Time,Office,Karachi,Yes
EMP-00343,40.0,20.0,55321.94,77346.88,Poor,42.2,4.0,Medium,Bachelor,Sales,Full-Time,Office,Multan,No
EMP-00344,32.0,14.0,13173.49,28247.22,Average,25.0,5.0,High,Bachelor,Sales,Full-Time,Office,Rawalpindi,No
EMP-00345,40.0,12.0,16861.67,23442.42,Good,8.6,6.0,Low,PhD,Marketing,Part-Time,Hybrid,Islamabad,No
EMP-00346,22.0,0.0,13523.62,36374.06,Average,23.5,3.0,Medium,Master,Operations,Full-Time,Remote,Lahore,No
EMP-00347,29.0,10.0,11871.77,10075.13,Excellent,21.6,6.0,High,Master,HR,Full-Time,Office,Lahore,Yes
EMP-00348,40.0,14.0,16676.46,38185.19,Good,26.8,6.0,Medium,Master,IT,Contract,Hybrid,Karachi,No
EMP-00349,33.0,4.0,12329.44,1501.45,Good,12.0,9.0,High,Bachelor,HR,Full-Time,Office,Lahore,No
EMP-00350,37.0,15.0,,26245.25,Poor,24.5,2.0,Medium,Master,Sales,Full-Time,Office,Karachi,No
EMP-00351,27.0,7.0,8344.56,14097.29,Good,19.5,6.0,High,Bachelor,Operations,Full-Time,Office,Islamabad,No
EMP-00352,34.0,10.0,14270.78,15949.56,Excellent,36.1,3.0,High,Bachelor,Operations,Full-Time,Hybrid,Peshawar,Yes
EMP-00353,25.0,0.0,14669.48,12436.93,Average,34.9,3.0,High,Master,Finance,Full-Time,Hybrid,Rawalpindi,No
EMP-00354,23.0,0.0,8307.32,7420.43,,47.0,8.0,High,Bachelor,Marketing,Full-Time,Hybrid,Multan,No
EMP-00355,25.0,3.0,11920.5,20103.99,Good,11.1,2.0,Medium,Master,Finance,Full-Time,Office,Islamabad,Yes
EMP-00356,43.0,22.0,21122.06,34762.36,Average,80.2,5.0,High,PhD,Marketing,Full-Time,Remote,Rawalpindi,Yes
EMP-00357,30.0,6.0,11596.42,1000.0,Average,37.8,4.0,High,Bachelor,Sales,Full-Time,Office,Rawalpindi,No
EMP-00358,39.0,16.0,14602.97,12380.73,Average,9.3,3.0,High,Bachelor,HR,Full-Time,Office,Multan,No
EMP-00359,22.0,0.0,9132.68,18353.43,Excellent,65.1,4.0,Medium,Bachelor,Sales,Full-Time,Office,Peshawar,Yes
EMP-00360,30.0,10.0,13065.07,24655.31,Average,45.6,7.0,High,Master,Marketing,Part-Time,Hybrid,Multan,No
EMP-00361,40.0,14.0,13241.77,25727.49,Good,49.6,6.0,Very High,Master,Finance,Part-Time,Hybrid,Karachi,No
EMP-00362,34.0,14.0,12433.22,27138.47,Average,20.3,4.0,High,Bachelor,Marketing,Part-Time,Hybrid,Peshawar,No
EMP-00363,35.0,13.0,16143.92,24402.95,Excellent,40.9,3.0,Very High,Master,Operations,Full-Time,Hybrid,Islamabad,Yes
EMP-00364,21.0,0.0,11250.44,12375.21,Average,34.0,3.0,Medium,Master,IT,Full-Time,Office,Peshawar,No
EMP-00365,56.0,35.0,23658.22,17231.08,Average,51.1,3.0,Medium,Bachelor,HR,Full-Time,Office,Karachi,Yes
EMP-00366,36.0,11.0,14810.36,3347.77,Good,80.0,5.0,High,Bachelor,Finance,Full-Time,Remote,Rawalpindi,No
EMP-00367,22.0,0.0,8842.59,13089.84,Average,46.8,5.0,Medium,High School,Sales,Contract,Remote,Islamabad,No
EMP-00368,32.0,9.0,14560.5,13795.68,Good,7.5,1.0,Medium,Master,Sales,Full-Time,Office,Peshawar,No
EMP-00369,26.0,3.0,11410.4,9794.9,Average,44.7,4.0,Very High,Master,IT,Contract,Hybrid,Rawalpindi,No
EMP-00370,37.0,17.0,15882.15,17452.29,Good,66.4,2.0,Medium,Master,Sales,Full-Time,Office,Lahore,No
EMP-00371,26.0,3.0,11457.38,20876.28,Excellent,18.6,3.0,Medium,Master,Finance,Full-Time,Hybrid,Rawalpindi,No
EMP-00372,36.0,19.0,15845.02,9895.03,Average,16.6,5.0,Medium,High School,IT,Full-Time,Hybrid,Karachi,No
EMP-00373,36.0,15.0,11997.7,19278.69,Good,50.6,5.0,High,Bachelor,Sales,Contract,Office,Multan,No
EMP-00374,29.0,7.0,8931.62,11723.42,Good,22.1,3.0,Medium,Bachelor,HR,Part-Time,Office,Rawalpindi,No
EMP-00375,39.0,18.0,18457.8,18962.53,Good,34.0,5.0,High,Bachelor,Sales,Contract,Office,Peshawar,No
EMP-00376,34.0,8.0,46354.06,21598.55,Average,45.7,3.0,Medium,Bachelor,Finance,Part-Time,Office,Multan,No
EMP-00377,29.0,4.0,15039.69,14389.86,Excellent,7.8,6.0,Medium,Master,Operations,Contract,Office,Multan,No
EMP-00378,33.0,10.0,18289.65,25112.95,Good,2.4,4.0,Medium,PhD,Marketing,Contract,Remote,Multan,No
EMP-00379,34.0,7.0,13384.66,22565.36,Good,21.3,6.0,High,Master,Marketing,Full-Time,Remote,Peshawar,No
EMP-00380,33.0,16.0,14308.22,34383.7,Good,13.4,4.0,Low,High School,HR,Full-Time,Hybrid,Multan,No
EMP-00381,34.0,,15946.71,25468.58,Good,50.1,8.0,Medium,Master,Marketing,Full-Time,Office,Karachi,Yes
EMP-00382,31.0,8.0,11486.05,26785.0,Good,10.9,9.0,High,Bachelor,Finance,Full-Time,Office,Islamabad,No
EMP-00383,43.0,20.0,16750.39,23288.47,Good,29.4,2.0,High,Bachelor,Finance,Full-Time,Office,Multan,Yes
EMP-00384,35.0,17.0,14648.56,29225.75,Average,40.2,4.0,Medium,Master,Sales,Full-Time,Hybrid,Lahore,No
EMP-00385,42.0,16.0,13571.49,17761.44,Good,28.6,4.0,High,Bachelor,HR,Full-Time,Office,Karachi,Yes
EMP-00386,44.0,22.0,18999.7,32174.74,Excellent,8.6,3.0,High,Bachelor,Marketing,Full-Time,Office,Lahore,Yes
EMP-00387,34.0,13.0,13346.56,29754.74,Good,20.3,6.0,Medium,Bachelor,IT,Full-Time,Hybrid,Rawalpindi,No
EMP-00388,41.0,19.0,16549.73,22048.62,Average,54.2,4.0,High,Bachelor,Marketing,Contract,Office,Lahore,No
EMP-00389,33.0,6.0,13830.84,20720.67,Average,44.1,10.0,High,Master,Finance,Full-Time,Office,Peshawar,Yes
EMP-00390,31.0,10.0,9680.52,21799.06,Good,9.9,1.0,Very High,Bachelor,Finance,Contract,Hybrid,Lahore,No
EMP-00391,44.0,25.0,19568.44,31905.94,Good,32.9,6.0,High,Bachelor,IT,Contract,Office,Karachi,No
EMP-00392,39.0,20.0,16731.98,28596.06,Average,34.9,4.0,High,High School,Operations,Contract,Office,Islamabad,No
EMP-00393,35.0,10.0,14156.89,5283.09,Good,9.6,3.0,Low,Bachelor,Operations,Full-Time,Hybrid,Multan,No
EMP-00394,29.0,7.0,11998.34,11310.13,Excellent,16.3,5.0,High,Master,HR,Contract,Office,Karachi,No
EMP-00395,38.0,13.0,12081.45,26902.51,Average,11.9,4.0,Medium,High School,IT,Full-Time,Hybrid,Islamabad,No
EMP-00396,39.0,20.0,18660.77,35961.79,Average,48.3,9.0,Very High,PhD,Operations,Full-Time,Office,Karachi,Yes
EMP-00397,32.0,13.0,12611.72,22628.37,Good,28.2,8.0,High,Master,Finance,Part-Time,Office,Karachi,No
EMP-00398,35.0,13.0,12758.53,21366.71,Excellent,18.4,6.0,Medium,Bachelor,Finance,Full-Time,Office,Rawalpindi,Yes
EMP-00399,36.0,18.0,16360.6,21878.29,Good,17.9,6.0,Medium,Master,Operations,Full-Time,Office,Rawalpindi,No
EMP-00400,21.0,5.0,9563.13,13781.3,Average,11.2,10.0,High,High School,Sales,Full-Time,Office,Multan,No
EMP-00401,48.0,23.0,19679.09,28491.34,Good,17.1,6.0,Very High,Master,Finance,Contract,Office,Islamabad,Yes
EMP-00402,40.0,15.0,14385.24,17235.19,Average,24.5,8.0,Very High,Bachelor,HR,Contract,Office,Multan,Yes
EMP-00403,21.0,0.0,9231.93,22914.46,Good,45.2,6.0,Medium,Bachelor,HR,Full-Time,Office,Islamabad,No
EMP-00404,45.0,24.0,18300.3,7670.3,Average,32.2,5.0,Medium,Bachelor,Operations,Part-Time,Office,Multan,Yes
EMP-00405,40.0,15.0,14143.57,21080.15,Good,6.9,2.0,Very High,Bachelor,Sales,Full-Time,Hybrid,Peshawar,No
EMP-00406,28.0,2.0,9387.58,15076.26,Good,15.7,6.0,Low,Bachelor,Marketing,Full-Time,Hybrid,Islamabad,No
EMP-00407,26.0,1.0,6945.86,6986.36,Average,17.4,0.0,High,High School,Finance,Full-Time,Hybrid,Multan,No
EMP-00408,34.0,7.0,12494.51,16132.55,Excellent,9.2,6.0,High,High School,IT,Contract,Office,Peshawar,No
EMP-00409,28.0,7.0,11164.85,22887.79,Good,27.4,4.0,High,Bachelor,Operations,Contract,Remote,Multan,No
EMP-00410,37.0,14.0,15136.06,25102.74,Good,34.0,2.0,,Bachelor,Sales,Full-Time,Remote,Lahore,No
EMP-00411,46.0,27.0,19999.31,16172.92,Good,25.0,7.0,Medium,Bachelor,Finance,Contract,Hybrid,Lahore,Yes
EMP-00412,22.0,6.0,11188.06,21041.15,Good,8.9,5.0,Medium,Master,IT,Full-Time,Remote,Lahore,No
EMP-00413,34.0,14.0,18600.1,18820.77,Poor,24.9,5.0,High,Master,Marketing,Full-Time,Hybrid,Multan,No
EMP-00414,47.0,24.0,19574.25,16373.3,Poor,9.1,2.0,Medium,Bachelor,Marketing,Contract,Hybrid,Lahore,No
EMP-00415,50.0,26.0,19206.75,37096.68,Good,17.7,6.0,High,Master,Marketing,Full-Time,Remote,Rawalpindi,Yes
EMP-00416,37.0,14.0,17113.09,33120.28,Average,59.3,5.0,Medium,PhD,Marketing,Full-Time,Office,Rawalpindi,Yes
EMP-00417,29.0,6.0,11590.86,2639.31,Average,44.9,6.0,Medium,Bachelor,Sales,Full-Time,Hybrid,Karachi,No
EMP-00418,39.0,20.0,18459.24,7588.95,Average,10.4,0.0,High,Master,Marketing,Full-Time,Hybrid,Lahore,No
EMP-00419,27.0,13.0,13443.05,3263.32,Poor,18.8,3.0,Medium,Bachelor,Operations,Contract,Hybrid,Rawalpindi,No
EMP-00420,27.0,8.0,13917.37,24373.46,Average,90.6,14.0,High,Master,Finance,Full-Time,Office,Karachi,No
EMP-00421,44.0,19.0,16276.65,13569.02,Excellent,71.7,9.0,High,High School,Finance,Full-Time,Office,Peshawar,Yes
EMP-00422,36.0,11.0,14812.88,34221.84,Good,65.2,3.0,Very High,Bachelor,IT,Part-Time,Hybrid,Karachi,Yes
